list,position,experiment,item,condition,subcondition,audio
6,100,order,26,VSO,NA,6_order_26_VSO
6,101,filler,19,ng,salad,filler_19_ng_salad
6,102,order,42,SOV,NA,6_order_42_SOV
6,103,filler,38,g,intransitive,filler_38_g_intransitive
6,104,island,29,causative,rel,6_island_29_causative_rel
6,105,filler,21,m,implausible,filler_21_m_implausible
6,106,order,32,VSO,NA,6_order_32_VSO
6,107,island,3,experiencer,main,6_island_3_experiencer_main
6,108,filler,1,ng,intransitive,filler_1_ng_intransitive
6,109,order,39,OVS,NA,6_order_39_OVS
6,110,filler,2,g,intransitive,filler_2_g_intransitive
6,111,island,26,experiencer,main,6_island_26_experiencer_main
6,112,order,10,SVO,NA,6_order_10_SVO
6,113,filler,45,ng,intransitive,filler_45_ng_intransitive
6,114,order,33,OVS,NA,6_order_33_OVS
